name,hard_coded_name,normed_name,oid,name_1,oid_1,name_2,oid_2,name_3,oid_3,name_4,oid_4,name_5,oid_5,name_6,oid_6,name_7,oid_7,name_8,oid_8,name_9,oid_9,name_10,oid_10,name_11,oid_11,name_12,oid_12,name_13,oid_13,name_14,oid_14,name_15,oid_15,name_16,oid_16,name_17,oid_17,name_18,oid_18,name_19,oid_19,name_20,oid_20,name_21,oid_21,name_22,oid_22,name_23,oid_23,name_24,oid_24,name_25,oid_25,name_26,oid_26,name_27,oid_27
At Systems International Inc.,,at systems international,1467,At Systems International Inc,113788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atalaya Capital Management LP,,atalaya capital management,5149,Atalaya Capital Management LP,108200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atara Vanderbilt LLC,,atara vanderbilt,121827,"Atara Vanderbilt, LLC",123336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Athletics Investment Group, LLC",,athletics investment group,3415,Athletics Investment Group LLC,112248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlantic Asset Management, L.L.C.",,atlantic asset management,4617,Atlantic Asset Management LLC,108004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Power Management LLC,,atlantic power management,2788,Atlantic Power Management LLC,112205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlantic Yards Development Company, LLC",,atlantic yards development company,118011,Atlantic Yards Development Company,118112,Atlantic Yards Development Company LLC,119260.0,"Atlantic Yards Development Company, Llc.",118597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlas Disposal Industries, LLC",,atlas disposal industries,34348,Atlas Disposal Industries,105826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATRIA MANAGEMENT CO. LLC,,atria management,36931,"Atria Management Co., LLC",116934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atria Senior Living Group Inc.,,atria senior living group,2942,Atria Senior Living Group Inc,111891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT,,att,11164,AtT,107492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audrey Swirsky,,audrey swirsky,4740,Audrey Swirsky,110701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audubon California,,audubon california,5806,Audubon California,112463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aurelius Capital Managment, LP",,aurelius capital managment,19245,Aurelius Capital Managment LP,108252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ausra, Inc.",,ausra,3246,Ausra Inc,112545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Authentix, Inc.",,authentix,122589,Authentix Inc.,123555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autism Behavior Services,,autism behavior services,29654,Autism Behavior Services Inc.,105270,"Autism Behavior Services, Inc.",107146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autism Speaks,,autism speaks,3076,"Autism Speaks, Inc.",116380,Autism Speaks,109622.0,Autism Speaks,112421.0,Autism Speaks,112779.0,Autism Speaks Inc.,120299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Care Association,,auto care association,18733,Auto Care Association,108426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Nation,,auto nation,404,Auto Nation,114180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autodesk, Inc.",,autodesk,3845,Autodesk Inc,109982,Autodesk Inc.,119443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autoland, Inc.",,autoland,2351,Autoland Inc,113434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automated Power Exchange,,automated power exchange,69,Automated Power Exchange,114296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive Aftermarket Industry Association,,automotive aftermarket industry association,1187,Automotive Aftermarket Industry Association,110645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive Refrigeration Products Institute,,automotive refrigeration products institute,2549,Automotive Refrigeration Products Institute,112452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive Service Councils Of California,,automotive service councils of california,2882,Automotive Service Councils Of California,110370,The Automotive Service Councils of California,105903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autonation, Inc.",,autonation,12165,Autonation Inc,109286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonomy Americas LLC,,autonomy americas,4865,Autonomy Americas LLC,108070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autosock Operations As,,autosock operations as,4574,Autosock Operations As,110928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autry National Center,,autry national center,1714,Autry National Center,112199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalonbay Communities Inc.,,avalonbay communities,53308,"Avalonbay Communities, Inc.",119911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avanti Hospitals, LLC",,avanti hospitals,73710,Avanti Hospitals,99148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avanza,,avanza,98257,Avanza Inc.,101459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avaya,,avaya,48976,"Avaya, Inc.",114685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avaya Incorporated,,avaya incorporated,2004,Avaya Incorporated,113116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aventis Pharmaceuticals, Inc.",,aventis pharmaceuticals,528,Aventis Pharmaceuticals Inc,114134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avid Center,,avid center,907,Avid Center,108449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avis Budget Group, Inc",,avis budget group,13886,"Avis Budget Group, Inc.",118887,Avis Budget Group,29980.0,Avis Budget Group Inc,109477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviva Investors Americas LLC,,aviva investors americas,5032,Aviva Investors Americas LLC,108120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVRP Studios,,avrp studios,38512,"AVRP Studios, Inc.",101744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avvantt Partners, LLC",,avvantt partners,47763,Avvantt Partners,96244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Award Home, Inc.",,award home,1686,Award Home Inc,113341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axa Real Estate Investment Managers Us,,axa real estate investment managers us,4470,Axa Real Estate Investment Managers Us,107951,Axa Real Estate Investment Managers Us LLC,108033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axcess Financial,,axcess financial,15430,Axcess Financial,108378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Axial Capital Management, LLC",,axial capital management,4320,Axial Capital Management LLC,107881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axonic Capital LLC,,axonic capital,5158,Axonic Capital LLC,108206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aztec Solar, Inc.",,aztec solar,54419,Aztec Solar,93709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babcock And Brown Infrastructure Group Us LLC And Its Affiliated Entities,,babcock and brown infrastructure group us llc and its affiliated entities,3053,Babcock And Brown Infrastructure Group Us LLC And Its Affiliated Entities,112794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babson Capital Management,,babson capital management,5104,Babson Capital Management,108175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bactes,,bactes,4265,Bactes,111033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bactes Imaging Solutions, LLC ",,bactes imaging solutions,18331,Bactes Imaging Solutions LLC ,110576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Boys Bail Bonds Inc.,,bad boys bail bonds,2326,Bad Boys Bail Bonds,110371,Bad Boys Bail Bonds Inc,111963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAE Systems,,bae systems,33514,"BAE Systems, Inc.",106216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain Capital Credit, LP",,bain capital credit,30109,Bain Capital Credit LP,108300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain Capital Partners, LLC",,bain capital partners,4130,Bain Capital Partners LLC,107831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain Capital Private Equity, LP",,bain capital private equity,30108,Bain Capital Private Equity LP,108299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain Capital Public Equity, LP",,bain capital public equity,30110,Bain Capital Public Equity LP,108301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain Capital Venture Partners, LLC",,bain capital venture partners,4086,Bain Capital Venture Partners LLC,107821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bakersfield,,bakersfield,2207,Bakersfield,112725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balboa Insurance Company,,balboa insurance company,2565,Balboa Insurance Company,113164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Park Unified School District,,baldwin park unified school district,4301,Baldwin Park Unified School District,110624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bally Total Fitness,,bally total fitness,2636,Bally Total Fitness,113088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Of America Corporation,,bank of america corporation,17467,Bank Of America Corporation,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Of America CorporationBank Of America Na,,bank of america corporationbank of america na,107489,Bank Of America CorporationBank Of America Na,107665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bank Of America, N.A.",,"bank of america, na",16378,"Bank Of America, Na",116287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bankers Association, Inc.",,bankers association,115303,Bankers Association,115849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banning City Of,,banning city of,871,Banning City Of,109997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Banning, City Of",,city of banning,24076,City of Banning,96322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barbizon Usa, LLC",,barbizon usa,122200,Barbizon Usa,122746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barclays Capital, Inc.",,barclays capital,4521,Barclays Capital Inc,107970,Barclays Capital Inc.,114582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes & Noble,,barnes & noble,3584,"Barnes & Noble, Inc.",120276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes And Noble.Com ,,barnes and noblecom,14874,Barnes And NobleCom ,112882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnesandnoble.Com LLC,,barnesandnoblecom,1804,BarnesandnobleCom LLC,113673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barona Band Of Mission Indians,,barona band of mission indians,48,Barona Band Of Mission Indians,109241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barr Laboratories,,barr laboratories,1631,Barr Laboratories,113734,Barr Laboratories Inc,113400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barr Pharmaceuticals,,barr pharmaceuticals,118703,"Barr Pharmaceuticals, Inc.",121264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Swenson Builder,,barry swenson builder,3370,Barry Swenson Builder,112287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barstow Enterprises, LLC",,barstow enterprises,2124,Barstow Enterprises LLC,113535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barwest LLC,,barwest,3111,Barwest LLC,112750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bas Recycling,,bas recycling,5185,Bas Recycling,109511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basf Catalysts LLC,,basf catalysts,2893,Basf Catalysts LLC,112901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Fibres,,basic fibres,3135,Basic Fibres,111093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bass Lake Joint Union Elementary School District,,bass lake joint union elementary school district,3174,Bass Lake Joint Union Elementary School District,112695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bassett Unified School District,,bassett unified school district,4014,Bassett Unified School District,110829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastyr University,,bastyr university,619,Bastyr University,113926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batarse Family Trust,,batarse family trust,4280,Batarse Family Trust,111357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Council International,,battery council international,19168,Battery Council International,108719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxalta Us Inc.,,baxalta us,19201,Baxalta Us Inc,108942,"Baxalta Us, Inc.",116937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxter Healthcare Corporation,,baxter healthcare corporation,2545,Baxter Healthcare Corporation,109667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Air Quality Management District,,bay area air quality management district,2372,Bay Area Air Quality Management District,107613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Bio Resources,,bay area bio resources,3669,Bay Area Bio Resources,112045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Coalition For Equitable Schools,,bay area coalition for equitable schools,2948,Bay Area Coalition For Equitable Schools,112851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Council,,bay area council,6956,The Bay Area Council,98780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Partnership,,bay area partnership,3099,Bay Area Partnership,112570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Video Coalition,,bay area video coalition,1622,Bay Area Video Coalition,113305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Water Supply And Conservation Agency,,bay area water supply and conservation agency,3066,Bay Area Water Supply And Conservation Agency,112784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Bio,,bay bio,3114,Bay Bio,112747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bay Institute, The",,bay institute,99264,Bay Institute,103939,The Bay Institute,105731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Meadows Land Company,,bay meadows land company,493,Bay Meadows Land Company,112864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Meadows Racing Association,,bay meadows racing association,2184,Bay Meadows Racing Association,112268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayer Corporation,,bayer corporation,1619,Bayer Corporation,107556,Bayer Corporation,108090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayer Healthcare,,bayer healthcare,5352,Bayer Healthcare LLC,107647,Bayer Healthcare LLC,108027.0,Bayer Healthcare LLC,110793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayrock sapir Organization,,bayrock sapir organization,114963,Bayrock Sapir Organization LLC,117083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bc Partners,,bc partners,4060,Bc Partners,107813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bd,,bd,3564,Bd,109904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be Advisers S.A.R.L.,,be advisers sarl,4227,Be Advisers SARL,107861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beachbody, LLC",,beachbody,4233,Beachbody LLC,110962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beacon Capital Partners, LLC",,beacon capital partners,4802,Beacon Capital Partners LLC,108054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Health Options,,beacon health options,116989,"Beacon Health Options, Inc.",117717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beacon Institute, Inc.",,beacon institute,117613,Beacon Institute,120657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beagle Freedom Project,,beagle freedom project,6368,The Beagle Freedom Project,103603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Valley Community Services District,,bear valley community services district,658,Bear Valley Community Services District,110332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BearingPoint,,bearingpoint,784,Bearingpoint,113355,Bearingpoint,113661.0,"Bearingpoint, INC",120664.0,"Bearingpoint, Inc.",118740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beaumont, City Of",,city of beaumont,1275,City of Beaumont,95004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bechtel Group, Inc.",,bechtel group,1461,Bechtel Group Inc,109372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford Stuyvesant Family Health Center,,bedford stuyvesant family health center,120465,"Bedford Stuyvesant Family Health Center, Inc.",121082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beepi Inc.,,beepi,5117,Beepi Inc,110161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beer Wholesalers Association,,beer wholesalers association,114734,Beer Wholesalers Association Inc.,115630,"Beer Wholesalers Association, Inc.",117342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavior Analyst Certification Board Bacb,,behavior analyst certification board bacb,110152,Behavior Analyst Certification Board Bacb,111252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bekaert Specialty Firms LLC,,bekaert specialty firms,3887,Bekaert Specialty Firms LLC,111678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belkin Corporation,,belkin corporation,2812,Belkin Corporation,112955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell Helicopter Textron Inc.,,bell helicopter textron,19475,Bell Helicopter Textron Inc,108945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bellflower, City Of",,city of bellflower,1271,City of Bellflower,94064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellwether Partners,,bellwether partners,4047,Bellwether Partners,107806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belron Us Inc.,,belron us,2729,Belron Us Inc,113015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Weitsman And Son Of Buffalo,,ben weitsman and son of buffalo,119634,"Ben Weitsman And Son Of Buffalo, LLC",121375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benchmade Knife Company, Inc.",,benchmade knife company,2923,Benchmade Knife Company Inc,112873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bender Ready Mix, Inc.",,bender ready mix,101017,Bender Ready Mix,103582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneto Inc.,,beneto,616,Beneto Inc,114107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benistar Admin Services, Inc.",,benistar admin services,116772,Benistar Admin Services Inc.,121629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Partners INC,,benjamin partners,116420,"Benjamin Partners, Inc.",122692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bergey Windpower Company, Inc.",,bergey windpower company,2475,Bergey Windpower Company Inc,111334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Patients Group,,berkeley patients group,3490,Berkeley Patients Group,111839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Property Owners Association,,berkeley property owners association,114,Berkeley Property Owners Association,114282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Partners LLC,,berkshire partners,4069,Berkshire Partners LLC,107816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlex,,berlex,1438,Berlex,107551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernzott Capital Advisors,,bernzott capital advisors,4486,Bernzott Capital Advisors,109222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Buddies,,best buddies,258,Best Buddies,114244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Buddies International, Inc.",,best buddies international,13147,Best Buddies International Inc,111879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Buy Enterprise Services, Inc.",,best buy enterprise services,3560,Best Buy Enterprise Services Inc,111215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Friends Animal Society,,best friends animal society,19292,Best Friends Animal Society,108880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Trade Enterprise,,best trade enterprise,4109,Best Trade Enterprise,111473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bet Tzedek Legal Services,,bet tzedek legal services,93926,Bet Tzedek Legal Services',100322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethal Energy LLC,,bethal energy,2904,Bethal Energy LLC,111962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betty Rhodes,,betty rhodes,4839,Betty Rhodes,110629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
